tweet id,time of tweet,user_id,text
1545183012026929152,2022-07-07 23:08:32+00:00,1412245464947195904,"HEAT MAP-US major Index / Stocks (2022.07.07) 

https://t.co/wkb8iQCmNb 

#米国株 #ヒートマップ #株式投資 #米国株投資 #米国株ヒートマップ… https://t.co/nZ5t93o5x5"
1545164675700051968,2022-07-07 21:55:41+00:00,2725496807,@MarketRebels #appl calls
1545163870565593089,2022-07-07 21:52:29+00:00,262510780,"🎯 nailed it

$SPY was grinding up all day, bounced off resistance. It is still within the bear flag but can go eith… https://t.co/FL6yrXXcuo"
1545120473868025857,2022-07-07 19:00:02+00:00,1466094669478125569,"https://t.co/t6kVcSK6IH

Stock market:
$PRX.AS +7.38% 📈
$TSM +6.65% 📈
$ETH +6.24% 📈
$AMD +5.59% 📈

$BMY -1.13% 📉… https://t.co/c1ddnndzDd"
1545101578121740292,2022-07-07 17:44:57+00:00,1452943835827347457,And we go up more...calls en fuego🚀#APPL #StockMarket
1545092977231417344,2022-07-07 17:10:46+00:00,700716580649349120,@1goonrich @cryptocom Yes! I like those! Love ❤️ #AITX #ai #APPL #MSFT #cheems $AITX #BTC #ETH $BTC $ETH #TSLA💎💵
1545089732878766082,2022-07-07 16:57:53+00:00,1355055150306529285,"Currently you get rewarded for shorting #NIO #TSLA #APPL etc 
That is fuk'd.  Market is preparing for a tech run up… https://t.co/wVj79K2bOP"
1545072601034358784,2022-07-07 15:49:48+00:00,796774623094382592,A Vintage Bedroom smart control? you don’t wanna miss with the classic feel but still get ultimate Modern Technolog… https://t.co/juhmhzWw70
1545060097172201483,2022-07-07 15:00:07+00:00,1466094669478125569,"https://t.co/t6kVcSsvk7

Stock market:
$ETH +7.25% 📈
$TSM +6.5% 📈
$PRX.AS +6.33% 📈
$QCOM +4.79% 📈

$ABBV -1.01% 📉
$… https://t.co/ydiUs16xiv"
1544804255399571456,2022-07-06 22:03:30+00:00,1412245464947195904,"HEAT MAP-US major Index / Stocks (2022.07.06) 

https://t.co/wkb8iQUw1j 

#米国株 #ヒートマップ #株式投資 #米国株投資 #米国株ヒートマップ… https://t.co/CPu8u0pkSr"
