tweet id,time of tweet,user id,text,user_id
1543784216655429632,2022-07-04 02:30:14+00:00,9.55686247825109e+17,"#Google #GOOG #TechnicalIndicator Market Types (MT) 
-1.0360 | Extreme Fear 

View interactive details:… https://t.co/QQu82UhVO7",
1543684443382104065,2022-07-03 19:53:46+00:00,8.933050690594038e+17,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/rSYuVgCB1o,
1543586300585967617,2022-07-03 13:23:47+00:00,8.933050690594038e+17,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/kfW9Dvg6uz,
1543495702218678272,2022-07-03 07:23:46+00:00,8.933050690594038e+17,Google is the internet !! #google #googl #goog #stock #market #tech #technology #epic #internet #monster https://t.co/R19uBIXUH4,
1543488150118563840,2022-07-03 06:53:46+00:00,8.933050690594038e+17,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/Ngde8J2xhz,
1543421825371484160,2022-07-03 02:30:13+00:00,9.55686247825109e+17,"#Google #GOOG #TechnicalIndicator Market Types (MT) 
-1.0360 | Extreme Fear 

View interactive details:… https://t.co/6w6LphfraU",
1543413268110159873,2022-07-03 01:56:13+00:00,1.216824204013654e+18,Job Posting : Miles Education - Associate/Senior Associate - Inside Sales (1-5 yrs) Bangalore/Chennai/Kolkata/Pune… https://t.co/HiJJ7KbfHv,
1543390005967609858,2022-07-03 00:23:46+00:00,8.933050690594038e+17,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/zyHDHehJpf,
1543315810294419456,2022-07-02 19:28:57+00:00,1.1050662147478241e+18,"RAGHAVAN PRABHAKAR (Sr VP) sold 1,109 shares of #GOOG (Alphabet Inc.) @ ~$2166.74

Walker Sean N (Group President)… https://t.co/drHbN5DLPc",
1543247225668747264,2022-07-02 14:56:25+00:00,1.52873653874552e+18,"The further developing warning signals of a #2020sbear forming. 

#SPX #DXY #VIX #EURUSD #AMZN #GOOG #AAPL #TSLA… https://t.co/6ekib7nB1E",
1543246893702062081,2022-07-02 14:55:06+00:00,1.3745931742414848e+18,"5/ 

All of the Darlings broke their supports.  #AMZN #MSFT #AAPL #GOOG #TSLA 

See original posts with big break l… https://t.co/reiqGDdOk2",
1543193712800432129,2022-07-02 11:23:46+00:00,8.933050690594038e+17,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/C0W3w0FARe,
1543103115330740224,2022-07-02 05:23:46+00:00,8.933050690594038e+17,Google is the internet !! #google #googl #goog #stock #market #tech #technology #epic #internet #monster https://t.co/NZY0F3IBUE,
1543071872362823680,2022-07-02 03:19:37+00:00,1.5037166496475013e+18,"Video explaining our auto-generated Supply Demand Zones on $SPY to kick off your long weekend‼️
$SPX $QQQ #SPY #SPX… https://t.co/4KZboVdkab",
1543059440647094272,2022-07-02 02:30:13+00:00,9.55686247825109e+17,"#Google #GOOG #TechnicalIndicator Market Types (MT) 
-1.1575 | Extreme Fear 

View interactive details:… https://t.co/g2vwpSprhH",
1543016137629245443,2022-07-01 23:38:09+00:00,1.499541636904325e+18,"Mes Junio 2022:

Meta (FB): -16,73%
Apple (AAPL): -8,14%
Amazon (AMZN): -11,65%
Netflix (NFLX): -11,43%
Google (GOO… https://t.co/36DixI3nue",
1543004970315923456,2022-07-01 22:53:47+00:00,8.933050690594038e+17,Google is the internet !! #google #googl #goog #stock #market #tech #technology #epic #internet #monster https://t.co/nFEAXFNR5H,
1542997418974797824,2022-07-01 22:23:46+00:00,8.933050690594038e+17,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/CB9HT6QHB6,
1542990726849597440,2022-07-01 21:57:11+00:00,1.499541636904325e+18,"Semana 27/06 al 01/07:

Meta (FB): -5,95%
Apple (AAPL): -1,93%
Amazon (AMZN): -5,92%
Netflix (NFLX): -5,71%
Google… https://t.co/XD2dcvaOVV",
1542956792354848768,2022-07-01 19:42:20+00:00,848293488.0,"I bought some @Google (Alphabet) headed into the close.

$GOOGL #GOOG https://t.co/pgyI9ERHu7",
1542949520476196864,2022-07-01 19:13:26+00:00,1.2853528667152425e+18,$GOOG #GOOG #TradingView #Stocks #Cryptos #Traders https://t.co/HEbNMPgOaS,
1542923910743699456,2022-07-01 17:31:41+00:00,577795812.0,Better #StockSplit Stocks to Buy Right Now: #Amazon or #Alphabet ? | The Motley Fool #goog  https://t.co/70b7T1hwNn,
1542919446955794435,2022-07-01 17:13:56+00:00,1.3767192530349548e+18,"Stocks Buy Zone- for upcoming months!
#AAPL : 97-126
#amzn : 95-110
#BRK:B: 225-257
#GOOG: 1921-2257
#MSFT : 210-22… https://t.co/b2e57C5AsX",
1542906822222401536,2022-07-01 16:23:46+00:00,8.933050690594038e+17,Google is the internet !! #google #googl #goog #stock #market #tech #technology #epic #internet #monster https://t.co/8ZKjQyx47V,
1542899270059282435,2022-07-01 15:53:46+00:00,8.933050690594038e+17,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/kk74Xkrsyi,
1542801125069422598,2022-07-01 09:23:46+00:00,8.933050690594038e+17,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/qGIu0au7U7,
1542702976925564930,2022-07-01 02:53:46+00:00,8.933050690594038e+17,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/5fkZVRnQGo,
1542697055172210690,2022-07-01 02:30:14+00:00,9.55686247825109e+17,"#Google #GOOG #TechnicalIndicator Market Types (MT) 
-1.0496 | Extreme Fear 

View interactive details:… https://t.co/RUQ7VXhQoc",
1542665187743760385,2022-07-01 00:23:36+00:00,1.3469888714022216e+18,"#MSFT #AAPL #GOOG - about a quarter down

#AMZN more than a third down

🤔 https://t.co/3C9tyRjaLp",
1542659498371948544,2022-07-01 00:01:00+00:00,1.4859343755316142e+18,"19-year-old Andrew Lin started his investing journey with Tiger Brokers while studying at university. 
Andrew is no… https://t.co/6Mqxm09KVn",
1542628294977134592,2022-06-30 21:57:00+00:00,8.877542791252214e+17,"$GOOG #GOOG Continues to hold the Covid low VWAP zone for now. 

There aren't a lot of levels below that until you… https://t.co/9gseU1q5rk",
1542613275392626688,2022-06-30 20:57:19+00:00,1.261756262188028e+18,GOOG: TECHNICAL ANALYSIS. - #GOOG chart on @TradingView https://t.co/Ul7obcZEdh,
1542612382953996290,2022-06-30 20:53:47+00:00,8.933050690594038e+17,Google is the internet !! #google #googl #goog #stock #market #tech #technology #epic #internet #monster https://t.co/0zpmxQf7FD,
1542604830736252929,2022-06-30 20:23:46+00:00,8.933050690594038e+17,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/SLw5tTqoy0,
1542571992221622272,2022-06-30 18:13:17+00:00,19816498.0,"Step by step fix the #TechnicalSEO basic can give always small boost just on issue
Next period the results from all… https://t.co/9X3EUckg2g",
1542529404051501056,2022-06-30 15:24:03+00:00,198835982.0,$GOOG Google to face legal action on data breach allegations https://t.co/4Itsozpv6M #GOOG,
1542514235476811781,2022-06-30 14:23:46+00:00,8.933050690594038e+17,Google is the internet !! #google #googl #goog #stock #market #tech #technology #epic #internet #monster https://t.co/z6eQl7OG2C,
1542506683489865728,2022-06-30 13:53:46+00:00,8.933050690594038e+17,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/89CLttDnES,
1542455941198745600,2022-06-30 10:32:08+00:00,1283519791.0,"Morning Traders ☕

I took these two shorts in #BTC, riding these two white arrows  🏄‍♂️  

#Elliottwave and #Algo T… https://t.co/HKdqirud8m",
1542408539758596097,2022-06-30 07:23:47+00:00,8.933050690594038e+17,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/0PFWxFshRY,
1542334666966831104,2022-06-30 02:30:14+00:00,9.55686247825109e+17,"#Google #GOOG #TechnicalIndicator Market Types (MT) 
-1.2062 | Extreme Fear 

View interactive details:… https://t.co/ge5e8K8zc9",
1542317940128743425,2022-06-30 01:23:46+00:00,8.933050690594038e+17,Google is the internet !! #google #googl #goog #stock #market #tech #technology #epic #internet #monster https://t.co/y7klGmNT2I,
1542310391803420672,2022-06-30 00:53:46+00:00,8.933050690594038e+17,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/PFQj8kCG35,
1542288915968602112,2022-06-29 23:28:26+00:00,1.2966430050345574e+18,#GOOG. Exposed. https://t.co/526LoVGtDA,
1542219792173731842,2022-06-29 18:53:46+00:00,8.933050690594038e+17,Google is the internet !! #google #googl #goog #stock #market #tech #technology #epic #internet #monster https://t.co/yeef9ZgApQ,
1542212256443863041,2022-06-29 18:23:49+00:00,8.933050690594038e+17,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/5NBVnlHov9,
1542133691274641411,2022-06-29 13:11:38+00:00,34251248.0,"Google is finally switching off Hangouts, so get ready    
[ URL: https://t.co/5noShIAvjm ]  #Chat #GMail #Goog… https://t.co/By7aaXgMSn",
1542114098808328193,2022-06-29 11:53:46+00:00,8.933050690594038e+17,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/BfoBBwXNJ4,
1542015950475694080,2022-06-29 05:23:46+00:00,8.933050690594038e+17,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/M9slqdExet,
1541972273854152704,2022-06-29 02:30:13+00:00,9.55686247825109e+17,"#Google #GOOG #TechnicalIndicator Market Types (MT) 
-0.6859 | Fear 

View interactive details:… https://t.co/Jt5JFMVyUN",
1541948471531507713,2022-06-29 00:55:38+00:00,1.5356659556568433e+18,"https://t.co/Ui7dUI3PG7
Equal weight investing. Long and short. Excel program link is above. 
#META #AAPL #AMZN… https://t.co/3kTmDZYyyO",
1541942971464962049,2022-06-29 00:33:46+00:00,8.877542791252214e+17,$GOOG #GOOG Strong move down today. Watching for a test of the trend zone below highlighted by the yellow square fr… https://t.co/hs3NoEcetc,
1541927476896468993,2022-06-28 23:32:12+00:00,1.5037166496475013e+18,"Some of today's closing trades:
15x $SPX 3965 Call .10➡️.90 (800%)
15x $SPX 3700 Put 1.10➡️3.34 (204%)
3x $GOOG JUL… https://t.co/xT3x3W8ngr",
1541925351940554752,2022-06-28 23:23:46+00:00,8.933050690594038e+17,Google is the internet !! #google #googl #goog #stock #market #tech #technology #epic #internet #monster https://t.co/rbf4ecknjZ,
1541917806425522176,2022-06-28 22:53:47+00:00,8.933050690594038e+17,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/GhW5DWcMVC,
1541890858173202438,2022-06-28 21:06:42+00:00,1.405966967454978e+18,@evfcfaddict #goog long https://t.co/SlBN073WgS,
1541851811266568197,2022-06-28 18:31:32+00:00,1.4953512002580849e+18,"#GOOG the company has been posting mixed EPS results for the last 3 quarters: $27.99, $30.69, $24.62 respectively.
https://t.co/fspGDcGjBX",
1541827209337442308,2022-06-28 16:53:47+00:00,8.933050690594038e+17,Google is the internet !! #google #googl #goog #stock #market #tech #technology #epic #internet #monster https://t.co/xrgBwfQaZi,
1541819657929326593,2022-06-28 16:23:46+00:00,8.933050690594038e+17,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/dRPcn6SI7j,
1541814721715720192,2022-06-28 16:04:09+00:00,3099404849.0,"Top Stocks Based on Deep Learning: Returns up to 5.41% in 3 Days
https://t.co/C6ci36W4p0

#NFLX #BLK #GOOG #AAPL… https://t.co/6wvc5cR0w1",
1541813914282991620,2022-06-28 16:00:57+00:00,109200080.0,"Top Stocks Based on Deep Learning: Returns up to 5.41% in 3 Days
https://t.co/Mh6HXdJExR

#NFLX #BLK #GOOG #AAPL… https://t.co/imdI8nvYr9",
1541721512272609280,2022-06-28 09:53:46+00:00,8.933050690594038e+17,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/DQe6MR7LaJ,
1541636820814929921,2022-06-28 04:17:14+00:00,1.5356659556568433e+18,"https://t.co/5TVndTssbu
Equal weight investing. Long and short. Excel program link is above. 
#META #AAPL #AMZN… https://t.co/b0Ev1P6Pys",
1541630920293244930,2022-06-28 03:53:48+00:00,8.933050690594038e+17,Google is the internet !! #google #googl #goog #stock #market #tech #technology #epic #internet #monster https://t.co/cQgGNc6AHy,
1541630013035913217,2022-06-28 03:50:11+00:00,1.5356659556568433e+18,"https://t.co/xwnvD4vh8W
Equal weight investing. Long and short. Excel program link is above. 
#META #AAPL #AMZN… https://t.co/zFI09lZMoG",
1541623365487792129,2022-06-28 03:23:46+00:00,8.933050690594038e+17,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/p2uc2ZT5E8,
1541609890040664064,2022-06-28 02:30:14+00:00,9.55686247825109e+17,"#Google #GOOG #TechnicalIndicator Market Types (MT) 
-0.5530 | Fear 

View interactive details:… https://t.co/LD54Vz73Bc",
1541533469473353729,2022-06-27 21:26:34+00:00,8.877542791252214e+17,"$GOOG #GOOG Filled the gap on Friday and broke through the symmetrical triangle resistance zone. 

Potential S/R fl… https://t.co/EhvQyMuzQe",
1541532767149858822,2022-06-27 21:23:46+00:00,8.933050690594038e+17,Google is the internet !! #google #googl #goog #stock #market #tech #technology #epic #internet #monster https://t.co/3CSaRrQ4yF,
1541525216098140160,2022-06-27 20:53:46+00:00,8.933050690594038e+17,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/eLrsYfoqOC,
1541515026074320898,2022-06-27 20:13:16+00:00,1.52873653874552e+18,If the rally in #GOOG fails the next low will break a bullish butterfly pattern. Failure of these big harmonics can… https://t.co/Yx2HCcg8y9,
1541468679207936000,2022-06-27 17:09:06+00:00,1.295430113991856e+18,"$GOOG #GOOG if breaks below 2310 can see 2265 next 

#PlanYourTrades https://t.co/IPscP7Vacj",
1541456377595453440,2022-06-27 16:20:13+00:00,1.52873653874552e+18,"Taking up full short position again. Along with long trades in #USD and #JPY. 

Short #SPX, #Nasdaq, #RUT and #DJI.… https://t.co/1K1mgWOYFZ",
1541427072689651713,2022-06-27 14:23:47+00:00,8.933050690594038e+17,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/MCJIrI1vJ8,
1541426838605631492,2022-06-27 14:22:51+00:00,40678299.0,"Considering this #GOOG stock split…how should one invest??? Stocks, options?",
1541336475551387648,2022-06-27 08:23:47+00:00,8.933050690594038e+17,Google is the internet !! #google #googl #goog #stock #market #tech #technology #epic #internet #monster https://t.co/Qa9AnnrYtH,
1541328923832745985,2022-06-27 07:53:46+00:00,8.933050690594038e+17,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/trOgjA9XmG,
1541274319220838400,2022-06-27 04:16:47+00:00,1.5377048546591375e+18,@chipgender @nikobroTV @bedfeIIows idk where its from i just found it off the #goog https://t.co/TTShuLW60U,
1541247500669288450,2022-06-27 02:30:13+00:00,9.55686247825109e+17,"#Google #GOOG #TechnicalIndicator Market Types (MT) 
-0.5530 | Fear 

View interactive details:… https://t.co/fJCEnsiOmN",
1541172969786990595,2022-06-26 21:34:04+00:00,1.2853528667152425e+18,"$GOOG $MSFT $BABA
#GOOG #MSFT #BABA 
#TradingDay #Cryptos #Stocks #Traders https://t.co/o5VShhYttr",
1541140177552375808,2022-06-26 19:23:45+00:00,8.933050690594038e+17,Google is the internet !! #google #googl #goog #stock #market #tech #technology #epic #internet #monster https://t.co/Skk12O8M9S,
1541132629562589185,2022-06-26 18:53:46+00:00,8.933050690594038e+17,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/5saUmBHbn6,
1541109779577331713,2022-06-26 17:22:58+00:00,1.4573680475980472e+18,"$GOOG Alphabet Inc.: Reference Price 2864.26, 3 Year Prediction 3818.31, Potential 33.0%, #GOOG",
1541073975073067008,2022-06-26 15:00:42+00:00,1.3429626194019574e+18,"Big week for me! I'm happy to say I didn't have 1 loss and I took my shots carefully.
$GOOG #GOOG
$SHOP #SHOP twice… https://t.co/UjvLjVvYSZ",
1541034483369099266,2022-06-26 12:23:46+00:00,8.933050690594038e+17,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/DQe6MR7LaJ,
1540947704175624195,2022-06-26 06:38:56+00:00,1.5356659556568433e+18,"https://t.co/xyP48nYamt
You are welcomed to download the above Excel program which will show you the MAANG stocks c… https://t.co/gNxpovDxhG",
1540885113071759360,2022-06-26 02:30:13+00:00,9.55686247825109e+17,"#Google #GOOG #TechnicalIndicator Market Types (MT) 
-0.5530 | Fear 

View interactive details:… https://t.co/NePrtuV4v5",
1540838190726238208,2022-06-25 23:23:46+00:00,8.933050690594038e+17,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/HRO1ieb4RZ,
1540774463213404163,2022-06-25 19:10:32+00:00,1.2853528667152425e+18,$GOOG #GOOG #Trading #Cryptos #Stocks #Traders https://t.co/r0BnXnFeh3,
1540740042985029633,2022-06-25 16:53:46+00:00,8.933050690594038e+17,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/LV2WrYnbyE,
1540711407984840708,2022-06-25 14:59:59+00:00,1.5037166496475013e+18,"Some short trades from last week:
$SPX 3500 PUT 2.10➡️0 ( ♾ )
$SPX 3950 Call 1.20➡️0 ( ♾ )
$SPX 22JUN 3685 Put 1.15… https://t.co/hq7ma0JVgs",
1540641896032256001,2022-06-25 10:23:46+00:00,8.933050690594038e+17,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/ZWl5DE6Vi6,
1540551298701037568,2022-06-25 04:23:46+00:00,8.933050690594038e+17,Google is the internet !! #google #googl #goog #stock #market #tech #technology #epic #internet #monster https://t.co/BejNsJss2O,
1540543750350536704,2022-06-25 03:53:46+00:00,8.933050690594038e+17,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/3YR6m1VS3k,
1540522727349440512,2022-06-25 02:30:14+00:00,9.55686247825109e+17,"#Google #GOOG #TechnicalIndicator Market Types (MT) 
-0.6746 | Fear 

View interactive details:… https://t.co/9F2UjiYU5y",
1540513269923946496,2022-06-25 01:52:39+00:00,1.2853528667152425e+18,$GOOG #GOOG #Trading #Stocks #Cryptos #Traders https://t.co/aI11lOmQ9q,
1540492611793846272,2022-06-25 00:30:34+00:00,1.499541636904325e+18,"Semana 21/06 al 24/06:

Meta (FB): +3,92%
Apple (AAPL): +7,68%
Amazon (AMZN): +9,64%
Netflix (NFLX): +8,74%
Google… https://t.co/fSo0kqoR0H",
1540484926277140483,2022-06-25 00:00:01+00:00,1.4859343755316142e+18,Amazon has announced its first stock split since 1999. Its recent 20-1 stock split went into effect on June 6. Goog… https://t.co/kF7V9K3dBx,
1540484925337481217,2022-06-25 00:00:01+00:00,1.3601928976607724e+18,Amazon has announced its first stock split since 1999. Its recent 20-1 stock split went into effect on June 6. Goog… https://t.co/nulAYmWzCv,
1540445604798763008,2022-06-24 21:23:46+00:00,8.933050690594038e+17,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/F5pbF1zTHC,
1540433070960025602,2022-06-24 20:33:58+00:00,1.2853528667152425e+18,$GOOG #GOOG #Trading #Stocks #Cryptos #Traders https://t.co/z1zhxhZnEZ,
1544077033264783367,2022-07-04 21:53:46+00:00,8.933050690594038e+17,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/aCxWhOM4mW,
1543978884386938882,2022-07-04 15:23:46+00:00,8.933050690594038e+17,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/ND8c9uNuuH,
1543804377642676225,2022-07-04 03:50:20+00:00,262510780.0,$GOOG GOOGLE BIG Rising Wedge Bear Flag on the Daily Timeframe - #GOOG chart on @TradingView https://t.co/9cLx8RLSSB,
1543784216655429632,2022-07-04 02:30:14+00:00,9.55686247825109e+17,"#Google #GOOG #TechnicalIndicator Market Types (MT) 
-1.0360 | Extreme Fear 

View interactive details:… https://t.co/QQu82UhVO7",
1543684443382104065,2022-07-03 19:53:46+00:00,8.933050690594038e+17,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/rSYuVgCB1o,
1543586300585967617,2022-07-03 13:23:47+00:00,8.933050690594038e+17,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/kfW9Dvg6uz,
1543495702218678272,2022-07-03 07:23:46+00:00,8.933050690594038e+17,Google is the internet !! #google #googl #goog #stock #market #tech #technology #epic #internet #monster https://t.co/R19uBIXUH4,
1543488150118563840,2022-07-03 06:53:46+00:00,8.933050690594038e+17,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/Ngde8J2xhz,
1543421825371484160,2022-07-03 02:30:13+00:00,9.55686247825109e+17,"#Google #GOOG #TechnicalIndicator Market Types (MT) 
-1.0360 | Extreme Fear 

View interactive details:… https://t.co/6w6LphfraU",
1543413268110159873,2022-07-03 01:56:13+00:00,1.216824204013654e+18,Job Posting : Miles Education - Associate/Senior Associate - Inside Sales (1-5 yrs) Bangalore/Chennai/Kolkata/Pune… https://t.co/HiJJ7KbfHv,
1543390005967609858,2022-07-03 00:23:46+00:00,8.933050690594038e+17,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/zyHDHehJpf,
1543315810294419456,2022-07-02 19:28:57+00:00,1.1050662147478241e+18,"RAGHAVAN PRABHAKAR (Sr VP) sold 1,109 shares of #GOOG (Alphabet Inc.) @ ~$2166.74

Walker Sean N (Group President)… https://t.co/drHbN5DLPc",
1543247225668747264,2022-07-02 14:56:25+00:00,1.52873653874552e+18,"The further developing warning signals of a #2020sbear forming. 

#SPX #DXY #VIX #EURUSD #AMZN #GOOG #AAPL #TSLA… https://t.co/6ekib7nB1E",
1543246893702062081,2022-07-02 14:55:06+00:00,1.3745931742414848e+18,"5/ 

All of the Darlings broke their supports.  #AMZN #MSFT #AAPL #GOOG #TSLA 

See original posts with big break l… https://t.co/reiqGDdOk2",
1543193712800432129,2022-07-02 11:23:46+00:00,8.933050690594038e+17,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/C0W3w0FARe,
1543103115330740224,2022-07-02 05:23:46+00:00,8.933050690594038e+17,Google is the internet !! #google #googl #goog #stock #market #tech #technology #epic #internet #monster https://t.co/NZY0F3IBUE,
1543071872362823680,2022-07-02 03:19:37+00:00,1.5037166496475013e+18,"Video explaining our auto-generated Supply Demand Zones on $SPY to kick off your long weekend‼️
$SPX $QQQ #SPY #SPX… https://t.co/4KZboVdkab",
