tweet id,time of tweet,user id,text
1543777570675638277,2022-07-04 02:03:49+00:00,1568227771,Shill me your #altcoin ready to moon🚀
1543777484361109504,2022-07-04 02:03:28+00:00,1397480691269611521,"[⭐️🔵 NEW LISTING⭐️]
[TRIVIA] BEING LISTED IN COINMARKETCAP [SUPERAPIV2]

More Info in bio

$AU #Bitcoin #AutoCrypto… https://t.co/JGXPVFB4Oz"
1543777467453906945,2022-07-04 02:03:24+00:00,1397480691269611521,"[⭐️🔵 NEW LISTING⭐️]
[GTFX] BEING LISTED IN COINMARKETCAP [SUPERAPIV2]

More Info in bio

$AU #Bitcoin #AutoCrypto… https://t.co/DI93sRcF9c"
1543777446205558784,2022-07-04 02:03:19+00:00,1397480691269611521,"[⭐️🔵 NEW LISTING⭐️]
[WSI] BEING LISTED IN COINMARKETCAP [SUPERAPIV2]

More Info in bio

$AU #Bitcoin #AutoCrypto… https://t.co/pfOB3OGzzS"
1543777428732010497,2022-07-04 02:03:15+00:00,1397480691269611521,"[⭐️🔵 NEW LISTING⭐️]
[MCOS] BEING LISTED IN COINMARKETCAP [SUPERAPIV2]

More Info in bio

$AU #Bitcoin #AutoCrypto… https://t.co/KPrieLBekp"
1543777421610082304,2022-07-04 02:03:13+00:00,1397480691269611521,"[⭐️🔵 NEW LISTING⭐️]
[CRI] BEING LISTED IN COINMARKETCAP [SUPERAPIV2]

More Info in bio

$AU #Bitcoin #AutoCrypto… https://t.co/OvX7gYIAZX"
1543776735161876481,2022-07-04 02:00:30+00:00,1315568371753259008,"🐋 #Altcoins Whales Update 🐋

🚨 Last 4 hours of #Altcoin-Exchange transactions 🚨

When $-Value &gt; 0 = More deposits 📉… https://t.co/Kg4FNiTJTa"
1543776619806031875,2022-07-04 02:00:02+00:00,941278501302362114,Current BTC Dominance: 42.06% #Bitcoin #Altcoin #Cryptocurrency
1543775618906476545,2022-07-04 01:56:04+00:00,1456996941246705664,"#LengendsOfBezogia by @BEZOGE is going to be one of the biggest #playtoearn #NFT games🚀🚀🚀 
 #PLAYTOEARNGAMES… https://t.co/UvA3u3YFSm"
1543775309430149120,2022-07-04 01:54:50+00:00,295976172,"@cyber_bull_ Join us :
Twitter
@Cat_CAT_Token 
Telegram
https://t.co/ekVEEUKKFb
Website
https://t.co/Dx4JfMTJaw… https://t.co/ChgAs90DWQ"
