tweet id,time of tweet,user id,text
1.54409E+18,2022-07-04 22:42:40+00:00,340070780,"NFT Platforms Should Be Caught by EU Money-Laundering Overhaul, Lawmakers Say #coindesk #bitcoin #crypto https://t.co/P8z7RApI9w"
1.54408E+18,2022-07-04 22:00:04+00:00,1323280062,One Bitcoin now worth $19531.851. Market Cap $372.771 Billion. Based on #coindesk BPI #bitcoin
1.54405E+18,2022-07-04 20:08:55+00:00,1.5433E+18,"WonderFi #DeFi platform closed the deal to buy #Coinberry crypto exchange
According to #CoinDesk, the transaction a… https://t.co/qYp23sOWhj"
1.54405E+18,2022-07-04 20:05:25+00:00,1.51966E+18,"WonderFi #DeFi platform closed the deal to buy #Coinberry crypto exchange
According to #CoinDesk, the transaction a… https://t.co/ipCAq1nBn3"
1.54405E+18,2022-07-04 20:00:03+00:00,1323280062,One Bitcoin now worth $19531.851. Market Cap $372.770 Billion. Based on #coindesk BPI #bitcoin
1.54403E+18,2022-07-04 19:00:24+00:00,1.10661E+18,"Domain Name is for sale at Nametrans. 
#domainisforsale  #domain #digitalrealestate #digitalasset #digitalnft… https://t.co/AEyNmJDNYS"
1.54402E+18,2022-07-04 18:00:02+00:00,1323280062,One Bitcoin now worth $19531.851. Market Cap $372.769 Billion. Based on #coindesk BPI #bitcoin
1.544E+18,2022-07-04 16:39:02+00:00,469277607,"In my opinion based on experience and the information the chart is generating, stop-loss hunters will sweep high le… https://t.co/yzaQOgFxjl"
1.54399E+18,2022-07-04 16:00:03+00:00,1323280062,One Bitcoin now worth $19531.851. Market Cap $372.767 Billion. Based on #coindesk BPI #bitcoin
1.54397E+18,2022-07-04 15:00:03+00:00,1282946582,Argentinians purchased up to 3x times as many stablecoins as usual over the weekend following the economy minister'… https://t.co/fOEVeqqRUt
1.54396E+18,2022-07-04 14:20:35+00:00,340070780,"CoinShares Completes Napoleon Acquisition, Can Now Promote Products Across EU #coindesk #bitcoin #crypto https://t.co/u0TSBKEbug"
1.54396E+18,2022-07-04 14:00:02+00:00,1323280062,One Bitcoin now worth $19531.344. Market Cap $372.756 Billion. Based on #coindesk BPI #bitcoin
1.54393E+18,2022-07-04 12:00:03+00:00,1323280062,One Bitcoin now worth $19767.732. Market Cap $377.265 Billion. Based on #coindesk BPI #bitcoin
1.54392E+18,2022-07-04 11:48:20+00:00,1.41026E+18,#Argentinians purchased up to 3x times as many stablecoins as usual over the weekend following the economy minister… https://t.co/PaKLpVqbU7
1.5439E+18,2022-07-04 10:00:03+00:00,1323280062,One Bitcoin now worth $19366.426. Market Cap $369.604 Billion. Based on #coindesk BPI #bitcoin
1.5439E+18,2022-07-04 09:53:11+00:00,1.53375E+18,JUST IN: 🇦🇷 Argentinians purchased up to 3x times as many #stablecoins  as usual over the weekend following the eco… https://t.co/aXB1mzDTOK
1.54387E+18,2022-07-04 08:00:02+00:00,1323280062,One Bitcoin now worth $19107.399. Market Cap $364.660 Billion. Based on #coindesk BPI #bitcoin
1.54384E+18,2022-07-04 06:02:25+00:00,340070780,Argentines Take Refuge in Stablecoins After Economy Minister Resignation #coindesk #bitcoin #crypto https://t.co/n6tAwIhDoM
1.54384E+18,2022-07-04 06:00:03+00:00,1323280062,One Bitcoin now worth $19123.647. Market Cap $364.969 Billion. Based on #coindesk BPI #bitcoin
1.54381E+18,2022-07-04 04:00:03+00:00,1323280062,One Bitcoin now worth $19095.667. Market Cap $364.434 Billion. Based on #coindesk BPI #bitcoin
1.54378E+18,2022-07-04 02:00:03+00:00,1323280062,One Bitcoin now worth $19204.776. Market Cap $366.516 Billion. Based on #coindesk BPI #bitcoin
1.54375E+18,2022-07-04 00:00:03+00:00,1323280062,One Bitcoin now worth $19303.486. Market Cap $368.397 Billion. Based on #coindesk BPI #bitcoin
1.54374E+18,2022-07-03 23:18:20+00:00,340070780,"Meta to Shutter Novi Crypto Payments Wallet in September, Ending Libra Saga #coindesk #bitcoin #crypto https://t.co/15sY1wpcM3"
1.54372E+18,2022-07-03 22:00:03+00:00,1323280062,One Bitcoin now worth $19297.420. Market Cap $368.279 Billion. Based on #coindesk BPI #bitcoin
1.54371E+18,2022-07-03 21:26:19+00:00,1.46938E+18,BITCOIN PRICE| CRYPTO LIQUDATION EXPLAINED https://t.co/Mgh4zHLACC via @YouTube #cryptoliqudation #michaelsaylor… https://t.co/XM8zu7CpNT
1.54369E+18,2022-07-03 20:00:03+00:00,1323280062,One Bitcoin now worth $19106.468. Market Cap $364.633 Billion. Based on #coindesk BPI #bitcoin
